,Unnamed: 0,ms_subclass,lot_frontage,lot_area,lot_shape,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,saleprice,ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_Noalley,alley_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Norm,condition_2_PosA,condition_2_PosN,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,central_air_Y,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
1010,1010,20,66.0,8300,2.0,3.0,2.0,6,6,1968,1968,86.0,2.0,2.0,2.0,2.0,1.0,2.0,952.0,0.0,0.0,0.0,952.0,3.0,4.0,952,0,0,952,1.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,1968.0,0.0,1.0,288.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,8,2007,128500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1011,1011,20,72.0,9770,3.0,3.0,2.0,5,5,1957,1957,0.0,2.0,2.0,2.0,2.0,0.0,2.0,512.0,0.0,0.0,410.0,922.0,2.0,3.0,922,0,0,922,1.0,0.0,1,0,2,1,2.0,5,7.0,0,0.0,1957.0,0.0,1.0,308.0,2.0,2.0,2.0,0,34,0,0,0,0,2.0,0,4,2007,116000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1012,1012,20,80.0,17400,3.0,3.0,1.0,5,5,1977,1977,0.0,2.0,2.0,2.0,2.0,0.0,4.0,936.0,0.0,0.0,190.0,1126.0,1.0,4.0,1126,0,0,1126,1.0,0.0,2,0,3,1,2.0,5,7.0,1,4.0,1977.0,1.0,2.0,484.0,2.0,2.0,1.0,295,41,0,0,0,0,0.0,0,5,2006,160000,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1013,1013,120,39.0,5070,2.0,3.0,2.0,8,5,1992,1992,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1280.0,1280.0,4.0,4.0,1280,0,0,1280,0.0,0.0,2,0,2,1,3.0,5,7.0,0,0.0,1992.0,1.0,2.0,506.0,2.0,2.0,2.0,0,82,0,0,144,0,0.0,0,8,2008,180000,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1014,1014,20,66.0,7920,3.0,3.0,2.0,5,5,1970,2002,32.0,2.0,2.0,2.0,2.0,0.0,4.0,81.0,5.0,619.0,214.0,914.0,4.0,4.0,914,0,0,914,0.0,0.0,1,0,3,1,4.0,5,7.0,0,0.0,1970.0,1.0,1.0,368.0,2.0,3.0,2.0,120,0,0,0,0,0,0.0,0,10,2007,133000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1015,1015,90,78.0,7020,3.0,3.0,2.0,7,5,1997,1997,200.0,2.0,3.0,3.0,2.0,3.0,5.0,1243.0,0.0,0.0,45.0,1288.0,3.0,4.0,1368,0,0,1368,2.0,0.0,2,0,2,2,2.0,8,7.0,0,0.0,1997.0,2.0,4.0,784.0,2.0,2.0,2.0,0,48,0,0,0,0,0.0,0,11,2006,215000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1016,1016,70,68.0,7500,2.0,3.0,2.0,6,7,1942,1950,0.0,2.0,2.0,2.0,2.0,0.0,3.0,547.0,0.0,0.0,224.0,771.0,1.0,4.0,753,741,0,1494,0.0,0.0,1,0,3,1,3.0,7,7.0,2,4.0,1942.0,0.0,1.0,213.0,2.0,2.0,1.0,0,0,0,0,224,0,0.0,0,11,2009,177500,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1017,1017,20,76.0,10612,3.0,3.0,2.0,8,5,2006,2006,248.0,3.0,2.0,3.0,2.0,1.0,5.0,28.0,0.0,0.0,1496.0,1524.0,3.0,4.0,1534,0,0,1534,0.0,0.0,2,0,3,1,3.0,7,7.0,1,4.0,2006.0,2.0,2.0,484.0,2.0,2.0,2.0,168,46,0,0,0,0,0.0,0,1,2007,215000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1018,1018,50,51.0,6120,3.0,3.0,2.0,5,6,1938,1950,0.0,2.0,2.0,2.0,1.0,0.0,1.0,273.0,0.0,0.0,679.0,952.0,2.0,3.0,994,588,0,1582,0.0,0.0,2,0,3,1,2.0,6,7.0,1,4.0,1938.0,0.0,1.0,250.0,1.0,2.0,2.0,189,0,34,150,0,0,0.0,0,2,2009,150000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1019,1019,60,90.0,12376,3.0,3.0,2.0,7,5,1990,1990,0.0,2.0,2.0,3.0,2.0,1.0,5.0,1470.0,0.0,0.0,203.0,1673.0,3.0,4.0,1699,1523,0,3222,1.0,0.0,3,0,5,1,3.0,11,7.0,2,3.0,1990.0,0.0,3.0,594.0,2.0,2.0,2.0,367,0,0,0,0,0,0.0,0,5,2010,320000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1020,1020,20,100.0,10004,3.0,3.0,2.0,6,6,1964,1964,180.0,2.0,2.0,2.0,2.0,0.0,2.0,196.0,3.0,345.0,975.0,1516.0,2.0,4.0,1516,0,0,1516,0.0,0.0,1,1,3,1,2.0,6,7.0,0,0.0,1964.0,1.0,2.0,472.0,2.0,2.0,2.0,0,0,0,0,152,0,0.0,0,2,2009,167000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1021,1021,30,55.0,8250,3.0,3.0,2.0,5,7,1935,1950,0.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1032,0,0,1032,0.0,0.0,1,0,2,1,2.0,6,7.0,1,3.0,1939.0,0.0,1.0,260.0,2.0,2.0,2.0,0,0,121,0,0,0,0.0,0,6,2006,125000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1022,1022,20,103.0,12205,3.0,3.0,2.0,3,1,1949,1992,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,448.0,448.0,3.0,4.0,1588,0,0,1588,0.0,0.0,2,0,5,1,2.0,6,2.0,0,0.0,1980.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,0,0,0,0,3.0,0,12,2008,65000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1023,1023,20,103.0,11175,2.0,3.0,2.0,7,5,2007,2007,0.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1316.0,1316.0,4.0,4.0,1316,0,0,1316,0.0,0.0,2,0,3,1,3.0,6,7.0,1,4.0,2007.0,2.0,2.0,440.0,2.0,2.0,2.0,0,20,0,0,0,0,0.0,0,10,2007,200141,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1024,1024,20,85.0,9965,3.0,3.0,2.0,7,5,2007,2007,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1528.0,1528.0,4.0,4.0,1528,0,0,1528,0.0,0.0,3,2,3,1,3.0,6,7.0,1,3.0,2007.0,0.0,2.0,480.0,2.0,2.0,2.0,0,228,0,0,0,0,0.0,0,9,2007,235876,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1025,1025,70,50.0,8660,3.0,3.0,2.0,5,6,1900,1993,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,760.0,760.0,4.0,4.0,928,928,312,2168,0.0,0.0,2,0,5,1,3.0,11,7.0,0,0.0,1998.0,0.0,2.0,576.0,2.0,2.0,2.0,467,160,78,0,0,0,0.0,0,12,2009,123000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1026,1026,50,82.0,12375,3.0,3.0,2.0,5,5,1951,1951,41.0,2.0,1.0,2.0,2.0,0.0,3.0,329.0,0.0,0.0,477.0,806.0,2.0,4.0,1081,341,0,1422,1.0,0.0,1,0,3,1,2.0,7,7.0,1,3.0,1951.0,0.0,1.0,288.0,2.0,2.0,2.0,0,0,0,0,0,0,2.0,0,6,2006,137500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1027,1027,20,60.0,8070,3.0,3.0,2.0,4,5,1994,1995,0.0,2.0,2.0,3.0,2.0,0.0,5.0,588.0,0.0,0.0,402.0,990.0,4.0,4.0,990,0,0,990,1.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,1980.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,8,2007,123600,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1028,1028,20,84.0,8658,3.0,3.0,2.0,6,5,1965,1965,101.0,2.0,2.0,2.0,2.0,0.0,2.0,643.0,0.0,0.0,445.0,1088.0,4.0,4.0,1324,0,0,1324,0.0,0.0,2,0,3,1,2.0,6,7.0,1,3.0,1965.0,1.0,2.0,440.0,2.0,2.0,2.0,0,138,0,0,0,0,2.0,0,12,2006,160000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1029,1029,60,68.0,8063,3.0,3.0,2.0,6,5,2000,2000,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,924.0,924.0,4.0,4.0,948,742,0,1690,0.0,0.0,2,1,3,1,2.0,7,7.0,1,3.0,2000.0,1.0,2.0,463.0,2.0,2.0,2.0,100,48,0,0,0,0,0.0,0,11,2007,181000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1030,1030,20,49.0,8235,2.0,3.0,2.0,5,7,1955,1995,0.0,2.0,3.0,2.0,2.0,0.0,1.0,180.0,2.0,645.0,0.0,825.0,2.0,4.0,825,0,0,825,1.0,0.0,1,0,2,1,2.0,4,7.0,0,0.0,1963.0,1.0,2.0,720.0,2.0,2.0,2.0,140,50,0,0,0,0,3.0,0,6,2008,125000,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1031,1031,60,78.0,11700,3.0,3.0,2.0,6,6,1968,1968,0.0,2.0,2.0,2.0,2.0,0.0,2.0,298.0,0.0,0.0,429.0,727.0,4.0,4.0,829,727,0,1556,0.0,0.0,1,1,4,1,2.0,8,7.0,0,0.0,1968.0,0.0,2.0,441.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,5,2009,154000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1032,1032,60,74.0,12961,3.0,3.0,2.0,6,5,1993,1994,0.0,3.0,3.0,3.0,2.0,1.0,5.0,944.0,0.0,0.0,208.0,1152.0,4.0,4.0,1152,645,0,1797,1.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,1993.0,2.0,2.0,616.0,2.0,2.0,2.0,162,312,0,0,0,0,0.0,0,3,2010,231000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1033,1033,20,65.0,8450,3.0,3.0,2.0,5,6,1968,1968,0.0,2.0,2.0,2.0,2.0,0.0,3.0,775.0,0.0,0.0,281.0,1056.0,4.0,4.0,1056,0,0,1056,1.0,0.0,1,0,3,1,2.0,6,7.0,1,2.0,1968.0,0.0,1.0,304.0,2.0,2.0,2.0,0,85,184,0,0,0,0.0,0,7,2010,142000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1034,1034,75,90.0,22950,1.0,3.0,2.0,10,9,1892,1993,0.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1107.0,1107.0,4.0,4.0,1518,1518,572,3608,0.0,0.0,2,1,4,1,4.0,12,7.0,2,3.0,1993.0,0.0,3.0,840.0,4.0,2.0,2.0,0,260,0,0,410,0,4.0,0,6,2006,475000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1035,1035,120,41.0,5748,2.0,3.0,1.0,8,5,2005,2006,473.0,3.0,2.0,4.0,2.0,3.0,5.0,1573.0,0.0,0.0,0.0,1573.0,4.0,4.0,1778,0,0,1778,2.0,0.0,2,0,2,1,4.0,5,7.0,1,4.0,2005.0,2.0,2.0,495.0,2.0,2.0,2.0,123,53,0,0,153,0,0.0,0,2,2006,375000,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1036,1036,20,70.0,10500,3.0,3.0,2.0,4,5,1971,1971,0.0,2.0,2.0,2.0,2.0,0.0,4.0,432.0,0.0,0.0,432.0,864.0,2.0,4.0,864,0,0,864,0.0,0.0,1,0,3,1,2.0,5,7.0,1,1.0,1980.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,4,2010,115000,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1037,1037,20,62.0,7500,3.0,3.0,2.0,7,5,2004,2005,0.0,3.0,2.0,3.0,2.0,0.0,5.0,410.0,0.0,0.0,811.0,1221.0,4.0,4.0,1221,0,0,1221,1.0,0.0,2,0,2,1,3.0,6,7.0,0,0.0,2004.0,1.0,2.0,400.0,2.0,2.0,2.0,0,113,0,0,0,0,0.0,0,10,2009,185000,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
